dataset,class_name,shap_gsd_feature_group,expected_rank_or_direction,source_citation,mapper_confidence,notes
cicids2018,DoS_attacks-SlowHTTPTest,FLOW_DURATION_MILLISECONDS,1,"MITRE T1499.003; Sharafaldin2018CICIDS (slowhttptest, named tool); Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same low-and-slow profile as Slowloris; slowhttptest implements the same header-trickle / slow-POST family. sustained, deliberately long-lived connection."
cicids2018,DoS_attacks-SlowHTTPTest,DURATION_IN,1,"MITRE T1499.003; Sharafaldin2018CICIDS (slowhttptest, named tool); Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same low-and-slow profile as Slowloris; slowhttptest implements the same header-trickle / slow-POST family. connection held open rather than completed."
cicids2018,DoS_attacks-SlowHTTPTest,SRC_TO_DST_AVG_THROUGHPUT,1,"MITRE T1499.003; Sharafaldin2018CICIDS (slowhttptest, named tool); Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same low-and-slow profile as Slowloris; slowhttptest implements the same header-trickle / slow-POST family. characteristically LOW rate (the evasion mechanism)."
cicids2018,DoS_attacks-SlowHTTPTest,SRC_TO_DST_IAT_AVG,2,"MITRE T1499.003; Sharafaldin2018CICIDS (slowhttptest, named tool); Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same low-and-slow profile as Slowloris; slowhttptest implements the same header-trickle / slow-POST family. header/body bytes trickled at long intervals."
cicids2018,DoS_attacks-SlowHTTPTest,NUM_PKTS_UP_TO_128_BYTES,2,"MITRE T1499.003; Sharafaldin2018CICIDS (slowhttptest, named tool); Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same low-and-slow profile as Slowloris; slowhttptest implements the same header-trickle / slow-POST family. partial requests are tiny packets."
cicids2018,DoS_attacks-SlowHTTPTest,DST_PORT_GROUP,3,"MITRE T1499.003; Sharafaldin2018CICIDS (slowhttptest, named tool); Cambiaso2013 (source2 sec.2, low-rate DoS)",high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Same low-and-slow profile as Slowloris; slowhttptest implements the same header-trickle / slow-POST family. targets the HTTP service port."
cicids2018,DDOS_attack-LOIC-UDP,SRC_TO_DST_AVG_THROUGHPUT,1,MITRE T1498.001 (Direct Network Flood); Sharafaldin2018CICIDS (LOIC UDP mode); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The canonical volumetric network-layer flood of the four DDoS classes. elevated packet/byte rate toward the victim."
cicids2018,DDOS_attack-LOIC-UDP,SRC_TO_DST_IAT_AVG,1,MITRE T1498.001 (Direct Network Flood); Sharafaldin2018CICIDS (LOIC UDP mode); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The canonical volumetric network-layer flood of the four DDoS classes. markedly compressed inter-packet timing."
cicids2018,DDOS_attack-LOIC-UDP,TCP_FLAGS,1,MITRE T1498.001 (Direct Network Flood); Sharafaldin2018CICIDS (LOIC UDP mode); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The canonical volumetric network-layer flood of the four DDoS classes. SYN without corresponding ACK/FIN completion."
cicids2018,DDOS_attack-LOIC-UDP,SRC_TO_DST_SECOND_BYTES,2,MITRE T1498.001 (Direct Network Flood); Sharafaldin2018CICIDS (LOIC UDP mode); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The canonical volumetric network-layer flood of the four DDoS classes. byte-rate elevation, direction-explicit."
cicids2018,DDOS_attack-LOIC-UDP,SRC_TO_DST_IAT_STDDEV,2,MITRE T1498.001 (Direct Network Flood); Sharafaldin2018CICIDS (LOIC UDP mode); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The canonical volumetric network-layer flood of the four DDoS classes. low timing dispersion of an automated flood."
cicids2018,DDOS_attack-LOIC-UDP,IN_PKTS,2,MITRE T1498.001 (Direct Network Flood); Sharafaldin2018CICIDS (LOIC UDP mode); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The canonical volumetric network-layer flood of the four DDoS classes. elevated packet volume."
cicids2018,DDOS_attack-LOIC-UDP,FLOW_DURATION_MILLISECONDS,3,MITRE T1498.001 (Direct Network Flood); Sharafaldin2018CICIDS (LOIC UDP mode); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The canonical volumetric network-layer flood of the four DDoS classes. skewed flow-duration distribution vs. benign."
cicids2018,DDOS_attack-HOIC,SRC_TO_DST_AVG_THROUGHPUT,1,MITRE T1498/T1499 (genuine dual reading per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (HOIC); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HOIC is an HTTP flood but a HIGH-rate one, so the volumetric profile applies rather than the low-and-slow one. Note the label's capitalisation ('DDOS_attack-') differs from its LOIC-HTTP sibling. elevated packet/byte rate toward the victim."
cicids2018,DDOS_attack-HOIC,SRC_TO_DST_IAT_AVG,1,MITRE T1498/T1499 (genuine dual reading per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (HOIC); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HOIC is an HTTP flood but a HIGH-rate one, so the volumetric profile applies rather than the low-and-slow one. Note the label's capitalisation ('DDOS_attack-') differs from its LOIC-HTTP sibling. markedly compressed inter-packet timing."
cicids2018,DDOS_attack-HOIC,TCP_FLAGS,1,MITRE T1498/T1499 (genuine dual reading per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (HOIC); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HOIC is an HTTP flood but a HIGH-rate one, so the volumetric profile applies rather than the low-and-slow one. Note the label's capitalisation ('DDOS_attack-') differs from its LOIC-HTTP sibling. SYN without corresponding ACK/FIN completion."
cicids2018,DDOS_attack-HOIC,SRC_TO_DST_SECOND_BYTES,2,MITRE T1498/T1499 (genuine dual reading per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (HOIC); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HOIC is an HTTP flood but a HIGH-rate one, so the volumetric profile applies rather than the low-and-slow one. Note the label's capitalisation ('DDOS_attack-') differs from its LOIC-HTTP sibling. byte-rate elevation, direction-explicit."
cicids2018,DDOS_attack-HOIC,SRC_TO_DST_IAT_STDDEV,2,MITRE T1498/T1499 (genuine dual reading per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (HOIC); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HOIC is an HTTP flood but a HIGH-rate one, so the volumetric profile applies rather than the low-and-slow one. Note the label's capitalisation ('DDOS_attack-') differs from its LOIC-HTTP sibling. low timing dispersion of an automated flood."
cicids2018,DDOS_attack-HOIC,IN_PKTS,2,MITRE T1498/T1499 (genuine dual reading per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (HOIC); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HOIC is an HTTP flood but a HIGH-rate one, so the volumetric profile applies rather than the low-and-slow one. Note the label's capitalisation ('DDOS_attack-') differs from its LOIC-HTTP sibling. elevated packet volume."
cicids2018,DDOS_attack-HOIC,FLOW_DURATION_MILLISECONDS,3,MITRE T1498/T1499 (genuine dual reading per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (HOIC); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. HOIC is an HTTP flood but a HIGH-rate one, so the volumetric profile applies rather than the low-and-slow one. Note the label's capitalisation ('DDOS_attack-') differs from its LOIC-HTTP sibling. skewed flow-duration distribution vs. benign."
cicids2018,DDoS_attacks-LOIC-HTTP,SRC_TO_DST_AVG_THROUGHPUT,1,MITRE T1499.002/.003 (sub-technique unverified per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (LOIC HTTP mode); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. High-rate HTTP flood: volumetric profile. elevated packet/byte rate toward the victim."
cicids2018,DDoS_attacks-LOIC-HTTP,SRC_TO_DST_IAT_AVG,1,MITRE T1499.002/.003 (sub-technique unverified per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (LOIC HTTP mode); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. High-rate HTTP flood: volumetric profile. markedly compressed inter-packet timing."
cicids2018,DDoS_attacks-LOIC-HTTP,TCP_FLAGS,1,MITRE T1499.002/.003 (sub-technique unverified per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (LOIC HTTP mode); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. High-rate HTTP flood: volumetric profile. SYN without corresponding ACK/FIN completion."
cicids2018,DDoS_attacks-LOIC-HTTP,SRC_TO_DST_SECOND_BYTES,2,MITRE T1499.002/.003 (sub-technique unverified per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (LOIC HTTP mode); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. High-rate HTTP flood: volumetric profile. byte-rate elevation, direction-explicit."
cicids2018,DDoS_attacks-LOIC-HTTP,SRC_TO_DST_IAT_STDDEV,2,MITRE T1499.002/.003 (sub-technique unverified per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (LOIC HTTP mode); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. High-rate HTTP flood: volumetric profile. low timing dispersion of an automated flood."
cicids2018,DDoS_attacks-LOIC-HTTP,IN_PKTS,2,MITRE T1499.002/.003 (sub-technique unverified per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (LOIC HTTP mode); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. High-rate HTTP flood: volumetric profile. elevated packet volume."
cicids2018,DDoS_attacks-LOIC-HTTP,FLOW_DURATION_MILLISECONDS,3,MITRE T1499.002/.003 (sub-technique unverified per the CICIDS2018 mapping doc); Sharafaldin2018CICIDS (LOIC HTTP mode); Feinstein2003; Mirkovic2004 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. High-rate HTTP flood: volumetric profile. skewed flow-duration distribution vs. benign."
cicids2018,Brute_Force_-Web,FLOW_DURATION_MILLISECONDS,1,MITRE T1110.001; Sharafaldin2018CICIDS (Selenium-driven brute force against the DVWA login form); Jonker2015; Najafabadi2015 (source2 sec.6); CrespoMartinez2023 (source2 sec.5) for the flow-only limitation,medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. CICIDS2018 doc grades the technique high (textbook T1110.001), but CrespoMartinez2023 reports flow-only features to be largely insufficient for the DVWA web-attack classes specifically, so medium is taken. This class also carries the unresolved 544-source fan-in tension recorded in the phase-2 proxy-GT table. short, near-identical flow durations ('flat traffic')."
cicids2018,Brute_Force_-Web,IN_BYTES,1,MITRE T1110.001; Sharafaldin2018CICIDS (Selenium-driven brute force against the DVWA login form); Jonker2015; Najafabadi2015 (source2 sec.6); CrespoMartinez2023 (source2 sec.5) for the flow-only limitation,medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. CICIDS2018 doc grades the technique high (textbook T1110.001), but CrespoMartinez2023 reports flow-only features to be largely insufficient for the DVWA web-attack classes specifically, so medium is taken. This class also carries the unresolved 544-source fan-in tension recorded in the phase-2 proxy-GT table. near-identical per-flow byte counts across repeated attempts."
cicids2018,Brute_Force_-Web,DST_PORT_GROUP,1,MITRE T1110.001; Sharafaldin2018CICIDS (Selenium-driven brute force against the DVWA login form); Jonker2015; Najafabadi2015 (source2 sec.6); CrespoMartinez2023 (source2 sec.5) for the flow-only limitation,medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. CICIDS2018 doc grades the technique high (textbook T1110.001), but CrespoMartinez2023 reports flow-only features to be largely insufficient for the DVWA web-attack classes specifically, so medium is taken. This class also carries the unresolved 544-source fan-in tension recorded in the phase-2 proxy-GT table. fixed target authentication service port."
cicids2018,Brute_Force_-Web,IN_PKTS,2,MITRE T1110.001; Sharafaldin2018CICIDS (Selenium-driven brute force against the DVWA login form); Jonker2015; Najafabadi2015 (source2 sec.6); CrespoMartinez2023 (source2 sec.5) for the flow-only limitation,medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. CICIDS2018 doc grades the technique high (textbook T1110.001), but CrespoMartinez2023 reports flow-only features to be largely insufficient for the DVWA web-attack classes specifically, so medium is taken. This class also carries the unresolved 544-source fan-in tension recorded in the phase-2 proxy-GT table. near-identical per-flow packet counts."
cicids2018,Brute_Force_-Web,OUT_BYTES,2,MITRE T1110.001; Sharafaldin2018CICIDS (Selenium-driven brute force against the DVWA login form); Jonker2015; Najafabadi2015 (source2 sec.6); CrespoMartinez2023 (source2 sec.5) for the flow-only limitation,medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. CICIDS2018 doc grades the technique high (textbook T1110.001), but CrespoMartinez2023 reports flow-only features to be largely insufficient for the DVWA web-attack classes specifically, so medium is taken. This class also carries the unresolved 544-source fan-in tension recorded in the phase-2 proxy-GT table. authentication-failure response of constant size."
cicids2018,Brute_Force_-Web,SRC_TO_DST_AVG_THROUGHPUT,2,MITRE T1110.001; Sharafaldin2018CICIDS (Selenium-driven brute force against the DVWA login form); Jonker2015; Najafabadi2015 (source2 sec.6); CrespoMartinez2023 (source2 sec.5) for the flow-only limitation,medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. CICIDS2018 doc grades the technique high (textbook T1110.001), but CrespoMartinez2023 reports flow-only features to be largely insufficient for the DVWA web-attack classes specifically, so medium is taken. This class also carries the unresolved 544-source fan-in tension recorded in the phase-2 proxy-GT table. count-rate features rank high on this dataset family."
cicids2018,Brute_Force_-Web,L7_PROTO,3,MITRE T1110.001; Sharafaldin2018CICIDS (Selenium-driven brute force against the DVWA login form); Jonker2015; Najafabadi2015 (source2 sec.6); CrespoMartinez2023 (source2 sec.5) for the flow-only limitation,medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. CICIDS2018 doc grades the technique high (textbook T1110.001), but CrespoMartinez2023 reports flow-only features to be largely insufficient for the DVWA web-attack classes specifically, so medium is taken. This class also carries the unresolved 544-source fan-in tension recorded in the phase-2 proxy-GT table. the authenticating application-layer protocol."
cicids2018,SQL_Injection,DST_PORT_GROUP,1,MITRE T1190 (ATT&CK's own T1190 description names SQL injection); Sharafaldin2018CICIDS (DVWA); CrespoMartinez2023 (source2 sec.5),low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Technique attribution is high-confidence, feature attribution is not: source2 sec.5 is one of the two categories confirmed weakly grounded after two independent search passes. The lower of the two gradings is taken. the targeted web-application service port."
cicids2018,SQL_Injection,FLOW_DURATION_MILLISECONDS,1,MITRE T1190 (ATT&CK's own T1190 description names SQL injection); Sharafaldin2018CICIDS (DVWA); CrespoMartinez2023 (source2 sec.5),low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Technique attribution is high-confidence, feature attribution is not: source2 sec.5 is one of the two categories confirmed weakly grounded after two independent search passes. The lower of the two gradings is taken. session-persistence / keep-alive behaviour."
cicids2018,SQL_Injection,DURATION_IN,2,MITRE T1190 (ATT&CK's own T1190 description names SQL injection); Sharafaldin2018CICIDS (DVWA); CrespoMartinez2023 (source2 sec.5),low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Technique attribution is high-confidence, feature attribution is not: source2 sec.5 is one of the two categories confirmed weakly grounded after two independent search passes. The lower of the two gradings is taken. session-persistence attribute."
cicids2018,SQL_Injection,L7_PROTO,2,MITRE T1190 (ATT&CK's own T1190 description names SQL injection); Sharafaldin2018CICIDS (DVWA); CrespoMartinez2023 (source2 sec.5),low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Technique attribution is high-confidence, feature attribution is not: source2 sec.5 is one of the two categories confirmed weakly grounded after two independent search passes. The lower of the two gradings is taken. HTTP as the carrying application-layer protocol."
cicids2018,Brute_Force_-XSS,DST_PORT_GROUP,1,"MITRE T1190 (ATT&CK's T1190 description names cross-site scripting); Sharafaldin2018CICIDS (DVWA, Selenium-automated); CrespoMartinez2023 (source2 sec.5)",low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The 'Brute_Force_-' prefix is a CIC labelling artifact, not a credential-guessing technique, per the CICIDS2018 mapping doc — so the web-application profile, not the brute-force one, is applied. Feature grounding is weak for the same reason as SQL_Injection. the targeted web-application service port."
cicids2018,Brute_Force_-XSS,FLOW_DURATION_MILLISECONDS,1,"MITRE T1190 (ATT&CK's T1190 description names cross-site scripting); Sharafaldin2018CICIDS (DVWA, Selenium-automated); CrespoMartinez2023 (source2 sec.5)",low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The 'Brute_Force_-' prefix is a CIC labelling artifact, not a credential-guessing technique, per the CICIDS2018 mapping doc — so the web-application profile, not the brute-force one, is applied. Feature grounding is weak for the same reason as SQL_Injection. session-persistence / keep-alive behaviour."
cicids2018,Brute_Force_-XSS,DURATION_IN,2,"MITRE T1190 (ATT&CK's T1190 description names cross-site scripting); Sharafaldin2018CICIDS (DVWA, Selenium-automated); CrespoMartinez2023 (source2 sec.5)",low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The 'Brute_Force_-' prefix is a CIC labelling artifact, not a credential-guessing technique, per the CICIDS2018 mapping doc — so the web-application profile, not the brute-force one, is applied. Feature grounding is weak for the same reason as SQL_Injection. session-persistence attribute."
cicids2018,Brute_Force_-XSS,L7_PROTO,2,"MITRE T1190 (ATT&CK's T1190 description names cross-site scripting); Sharafaldin2018CICIDS (DVWA, Selenium-automated); CrespoMartinez2023 (source2 sec.5)",low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The 'Brute_Force_-' prefix is a CIC labelling artifact, not a credential-guessing technique, per the CICIDS2018 mapping doc — so the web-application profile, not the brute-force one, is applied. Feature grounding is weak for the same reason as SQL_Injection. HTTP as the carrying application-layer protocol."
